V0	0	0	0.0022300398
V0	0	1	6.1473423E-7
V0	0	2	5.5355664E-10
V0	0	3	3.7166402E-7
V0	0	4	9.1497704E-10
V0	0	5	6.088714E-4
V0	0	6	7.408806E-10
V0	0	7	2.5149537E-4
V0	0	8	3.7861418E-4
V0	0	9	7.0973765E-4
V0	1	0	0.0021496285
V0	1	1	8.368507E-4
V0	1	2	4.1556626E-4
V0	1	3	7.2843395E-4
V0	1	4	2.3109633E-4
V0	1	5	5.6762807E-4
V0	1	6	7.8950805E-5
V0	1	7	2.918708E-4
V0	1	8	4.318878E-4
V0	1	9	7.2345394E-4
V0	2	0	0.0019921667
V0	2	1	0.001383243
V0	2	2	1.3351402E-10
V0	2	3	0.0015060233
V0	2	4	7.0556335E-4
V0	2	5	3.570792E-4
V0	2	6	7.012785E-4
V0	2	7	5.133204E-4
V0	2	8	4.9225584E-4
V0	2	9	6.348324E-4
V0	3	0	0.0020425357
V0	3	1	0.002166914
V0	3	2	1.3220196E-9
V0	3	3	5.7305594E-4
V0	3	4	1.5923819E-4
V0	3	5	5.73055E-4
V0	3	6	4.3936487E-4
V0	3	7	2.5365702E-4
V0	3	8	4.1526678E-4
V0	3	9	5.899213E-4
V0	4	0	0.0021790613
V0	4	1	5.3857017E-4
V0	4	2	8.096007E-4
V0	4	3	4.0258834E-4
V0	4	4	1.5340762E-10
V0	4	5	4.836383E-4
V0	4	6	4.8301686E-4
V0	4	7	5.3754554E-4
V0	4	8	4.6576632E-4
V0	4	9	7.4012164E-4
V0	5	0	0.0021226814
V0	5	1	3.3008406E-4
V0	5	2	0.0011883274
V0	5	3	0.0011145993
V0	5	4	4.6212267E-4
V0	5	5	6.420506E-4
V0	5	6	3.9374823E-4
V0	5	7	3.326657E-4
V0	5	8	5.7504186E-4
V0	5	9	6.640502E-4
V0	6	0	0.0020919493
V0	6	1	0.0019244611
V0	6	2	7.00855E-4
V0	6	3	0.0011558678
V0	6	4	7.8533666E-4
V0	6	5	6.5669586E-4
V0	6	6	7.4375287E-4
V0	6	7	3.6760094E-4
V0	6	8	4.4202717E-4
V0	6	9	8.5849385E-4
V0	7	0	0.0019858768
V0	7	1	3.8791852E-4
V0	7	2	0.0012716542
V0	7	3	0.0015954581
V0	7	4	4.615015E-4
V0	7	5	5.350157E-4
V0	7	6	8.090163E-4
V0	7	7	3.3290088E-4
V0	7	8	3.277658E-4
V0	7	9	6.430072E-4
V0	8	0	0.0020696402
V0	8	1	5.706538E-7
V0	8	2	8.9330005E-4
V0	8	3	5.923261E-4
V0	8	4	0.0014808227
V0	8	5	4.8068925E-4
V0	8	6	5.6661863E-4
V0	8	7	5.546842E-4
V0	8	8	5.7944335E-4
V0	8	9	8.0462144E-4
V0	9	0	0.002054978
V0	9	1	0.0013941216
V0	9	2	0.0010753915
V0	9	3	0.0013377543
V0	9	4	6.645039E-4
V0	9	5	5.274757E-4
V0	9	6	1.8545822E-4
V0	9	7	2.6258803E-4
V0	9	8	2.505467E-4
V0	9	9	7.38732E-4
V0	10	0	0.0020589465
V0	10	1	0.0023881043
V0	10	2	9.610978E-4
V0	10	3	8.3754974E-4
V0	10	4	8.816085E-4
V0	10	5	4.4227252E-4
V0	10	6	1.3376558E-4
V0	10	7	3.929836E-4
V0	10	8	5.4925604E-4
V0	10	9	7.343912E-4
V0	11	0	0.0021853892
V0	11	1	0.0019080703
V0	11	2	5.30944E-4
V0	11	3	8.7477046E-4
V0	11	4	0.0
V0	11	5	5.858127E-4
V0	11	6	8.9726254E-4
V0	11	7	4.710067E-4
V0	11	8	5.642904E-4
V0	11	9	7.6760957E-4
V0	12	0	0.0022067016
V0	12	1	9.236035E-4
V0	12	2	0.0014213421
V0	12	3	0.001040809
V0	12	4	8.9077005E-4
V0	12	5	6.500935E-4
V0	12	6	0.0011160556
V0	12	7	5.633525E-4
V0	12	8	6.8244693E-4
V0	12	9	7.951114E-4
V0	13	0	0.00210939
V0	13	1	0.0019982825
V0	13	2	6.7675265E-4
V0	13	3	8.1407843E-4
V0	13	4	8.063617E-4
V0	13	5	5.441561E-4
V0	13	6	8.1149733E-4
V0	13	7	4.5733864E-4
V0	13	8	5.520941E-4
V0	13	9	6.951891E-4
V0	14	0	0.0021467635
V0	14	1	0.0017120872
V0	14	2	7.0225616E-4
V0	14	3	0.001551468
V0	14	4	0.0011359643
V0	14	5	6.239728E-4
V0	14	6	6.0461165E-4
V0	14	7	2.5618504E-4
V0	14	8	3.157653E-4
V0	14	9	7.345523E-4
V0	15	0	0.0021210543
V0	15	1	6.470642E-7
V0	15	2	0.0012015669
V0	15	3	0.0017091023
V0	15	4	5.3083687E-4
V0	15	5	5.711806E-4
V0	15	6	4.7268844E-4
V0	15	7	5.933657E-4
V0	15	8	5.994416E-4
V0	15	9	8.467202E-4
V0	16	0	0.0020853386
V0	16	1	0.0016397283
V0	16	2	0.0010371772
V0	16	3	6.9470966E-4
V0	16	4	0.0017803087
V0	16	5	6.171345E-4
V0	16	6	9.530079E-4
V0	16	7	5.5251777E-4
V0	16	8	6.3338596E-4
V0	16	9	8.092497E-4
V0	17	0	0.0020620667
V0	17	1	7.72839E-4
V0	17	2	0.001126781
V0	17	3	5.792185E-4
V0	17	4	0.001135301
V0	17	5	5.4148404E-4
V0	17	6	5.1271095E-4
V0	17	7	4.416868E-4
V0	17	8	4.503175E-4
V0	17	9	7.1058463E-4
V0	18	0	0.0020036553
V0	18	1	6.8373623E-4
V0	18	2	0.0015175925
V0	18	3	0.0019173268
V0	18	4	8.5368205E-4
V0	18	5	3.7826985E-4
V0	18	6	0.001579801
V0	18	7	2.6273148E-4
V0	18	8	3.931178E-4
V0	18	9	7.8402786E-4
V0	19	0	0.0021915035
V0	19	1	0.0016489429
V0	19	2	0.0016646611
V0	19	3	0.001459189
V0	19	4	8.0012134E-4
V0	19	5	5.848789E-4
V0	19	6	4.1329538E-4
V0	19	7	3.8426436E-4
V0	19	8	4.962745E-4
V0	19	9	6.7661895E-4
V0	20	0	0.0021767986
V0	20	1	4.0982192E-4
V0	20	2	9.575655E-4
V0	20	3	0.001106212
V0	20	4	5.9412076E-4
V0	20	5	4.9815373E-4
V0	20	6	5.060991E-4
V0	20	7	4.7453822E-4
V0	20	8	6.412303E-4
V0	20	9	8.0133183E-4
V0	21	0	0.0021815174
V0	21	1	0.0012824914
V0	21	2	8.193689E-4
V0	21	3	0.0012892773
V0	21	4	0.0013054839
V0	21	5	7.043042E-4
V0	21	6	6.743232E-4
V0	21	7	2.4878903E-4
V0	21	8	3.5326614E-4
V0	21	9	6.498346E-4
V0	22	0	0.002232025
V0	22	1	0.0012078816
V0	22	2	0.0013828503
V0	22	3	5.168563E-4
V0	22	4	7.5354095E-4
V0	22	5	5.911352E-4
V0	22	6	9.325429E-4
V0	22	7	4.317303E-4
V0	22	8	4.1715047E-4
V0	22	9	7.494427E-4
V0	23	0	0.0020062155
V0	23	1	0.0018700169
V0	23	2	0.0015049796
V0	23	3	0.0010178551
V0	23	4	8.3598134E-4
V0	23	5	5.289495E-4
V0	23	6	8.629293E-4
V0	23	7	2.739091E-4
V0	23	8	4.961599E-4
V0	23	9	6.7862275E-4
V0	24	0	0.0021187544
V0	24	1	0.001193796
V0	24	2	6.6887826E-4
V0	24	3	0.001395463
V0	24	4	4.3013235E-4
V0	24	5	4.5831804E-4
V0	24	6	4.9183046E-4
V0	24	7	3.774372E-4
V0	24	8	4.5883516E-4
V0	24	9	7.090591E-4
V0	25	0	0.0021215887
V0	25	1	0.0014465314
V0	25	2	7.568875E-4
V0	25	3	0.0018196898
V0	25	4	0.0012612606
V0	25	5	6.0195004E-4
V0	25	6	0.0013731865
V0	25	7	4.7898295E-4
V0	25	8	6.7175674E-4
