U0	0	0	0.99537534
U0	0	1	4.8154296E-4
U0	0	2	4.1583256E-4
U0	0	3	3.5021445E-4
U0	0	4	4.7833097E-4
U0	0	5	4.3524642E-4
U0	0	6	8.192328E-4
U0	0	7	5.6839635E-4
U0	0	8	3.4370783E-4
U0	0	9	7.3222694E-4
U0	1	0	0.0013194073
U0	1	1	4.807389E-4
U0	1	2	4.177564E-4
U0	1	3	3.5415118E-4
U0	1	4	4.7747904E-4
U0	1	5	4.3607922E-4
U0	1	6	8.1475417E-4
U0	1	7	5.6198414E-4
U0	1	8	3.481812E-4
U0	1	9	0.9947895
U0	2	0	0.0011437228
U0	2	1	4.1267576E-4
U0	2	2	3.5585745E-4
U0	2	3	2.9920455E-4
U0	2	4	4.0997152E-4
U0	2	5	3.7248695E-4
U0	2	6	7.030433E-4
U0	2	7	4.8850983E-4
U0	2	8	2.9265883E-4
U0	2	9	0.9955219
U0	3	0	9.956849E-4
U0	3	1	3.55784E-4
U0	3	2	3.0435086E-4
U0	3	3	2.5373223E-4
U0	3	4	3.5353506E-4
U0	3	5	3.1946553E-4
U0	3	6	6.092528E-4
U0	3	7	4.2649035E-4
U0	3	8	2.4684012E-4
U0	3	9	0.9961349
U0	4	0	8.705261E-4
U0	4	1	3.0805188E-4
U0	4	2	2.6135327E-4
U0	4	3	2.160299E-4
U0	4	4	3.0617756E-4
U0	4	5	2.751413E-4
U0	4	6	5.302256E-4
U0	4	7	3.739342E-4
U0	4	8	2.0897508E-4
U0	4	9	0.99664956
U0	5	0	7.6434354E-4
U0	5	1	2.6788548E-4
U0	5	2	2.2537973E-4
U0	5	3	1.8469385E-4
U0	5	4	2.6631722E-4
U0	5	5	2.3797434E-4
U0	5	6	4.6344794E-4
U0	5	7	3.2922634E-4
U0	5	8	1.7760933E-4
U0	5	9	0.99708307
U0	6	0	6.73887E-4
U0	6	1	2.339723E-4
U0	6	2	1.951901E-4
U0	6	3	1.5855557E-4
U0	6	4	2.3265548E-4
U0	6	5	2.0672145E-4
U0	6	6	4.0681654E-4
U0	6	7	2.9105486E-4
U0	6	8	1.5154514E-4
U0	6	9	0.9974496
U0	7	0	5.965353E-4
U0	7	1	2.0523847E-4
U0	7	2	1.6976132E-4
U0	7	3	1.3668975E-4
U0	7	4	2.0412919E-4
U0	7	5	1.8034306E-4
U0	7	6	3.5860084E-4
U0	7	7	2.583333E-4
U0	7	8	1.2982397E-4
U0	7	9	0.99776053
U0	8	0	0.99316543
U0	8	1	4.141529E-4
U0	8	2	3.548578E-4
U0	8	3	2.9638055E-4
U0	8	4	4.1148168E-4
U0	8	5	3.7243724E-4
U0	8	6	7.0823793E-4
U0	8	7	4.9496605E-4
U0	8	8	2.8930677E-4
U0	8	9	0.0034927565
U0	9	0	4.374335E-4
U0	9	1	1.5414576E-4
U0	9	2	1.3659563E-4
U0	9	3	8.484071E-5
U0	9	4	0.0015304174
U0	9	5	7.1003096E-4
U0	9	6	1.6454249E-5
U0	9	7	2.2367318E-4
U0	9	8	5.295249E-4
U0	9	9	0.99617684
U0	10	0	2.5703135E-4
U0	10	1	4.5168743E-4
U0	10	2	3.5762836E-4
U0	10	3	3.5033663E-4
U0	10	4	4.1549167E-4
U0	10	5	3.7413265E-4
U0	10	6	2.7056443E-4
U0	10	7	5.193172E-4
U0	10	8	3.4804913E-4
U0	10	9	0.9966557
U0	11	0	2.0898141E-4
U0	11	1	3.876986E-4
U0	11	2	3.0458256E-4
U0	11	3	2.9595173E-4
U0	11	4	3.5675E-4
U0	11	5	3.1951352E-4
U0	11	6	2.2233836E-4
U0	11	7	4.514062E-4
U0	11	8	2.924962E-4
U0	11	9	0.9971603
U0	12	0	1.7014206E-4
U0	12	1	3.3422763E-4
U0	12	2	2.6045615E-4
U0	12	3	2.5095613E-4
U0	12	4	3.076347E-4
U0	12	5	2.7400316E-4
U0	12	6	1.8313044E-4
U0	12	7	3.941011E-4
U0	12	8	2.466665E-4
U0	12	9	0.9975786
U0	13	0	1.3870234E-4
U0	13	1	2.8938544E-4
U0	13	2	2.2365805E-4
U0	13	3	2.1366833E-4
U0	13	4	2.6644176E-4
U0	13	5	2.3597977E-4
U0	13	6	1.5116573E-4
U0	13	7	3.455556E-4
U0	13	8	2.0881453E-4
U0	13	9	0.99792665
U0	14	0	1.13213035E-4
U0	14	1	2.516552E-4
U0	14	2	1.928793E-4
U0	14	3	1.8268087E-4
U0	14	4	2.3178029E-4
U0	14	5	2.041119E-4
